HighChamberExit_DismantleActions[0].FadeMessage,Exiting the Chamber...,Wychodzenie z pieczary...
LowChamber_CardName,Low Chamber,Dolna pieczara
LowChamber_CardDescription,"A deep, slightly more humid cave.","Głęboka, lekko wilgotniejsza jaskinia."
LowChamber_SpoilageTime.CardStatName,Filthiness,Brud
LowChamber_CardInteractions[0].ActionName,Clean,Umyj
LowChamber_DismantleActions[0].ActionName,Explore,Eksploruj
LowChamber_ExplorationResults[0].Action.ActionName,Copper Vein 1,Żyła miedzi 1
LowChamber_ExplorationResults[1].Action.ActionName,Narrow Tunnel,Wąski tunel
LowChamber_ExplorationResults[2].Action.ActionName,Copper Vein 2,Żyła miedzi 2
LowChamber_ExplorationResults[3].Action.ActionName,Collapsed passage,Zawalone przejście
MidChamber_CardName,Medium Chamber,Środkowa pieczara
MidChamber_CardDescription,A second chamber in this cave system.,Druga komnata w tym systemie jaskiń.
MidChamber_SpoilageTime.CardStatName,Filthiness,Brud
MidChamber_CardInteractions[0].ActionName,Clean,Umyj
MidChamber_DismantleActions[0].ActionName,Explore,Eksploruj
MidChamber_ExplorationResults[0].Action.ActionName,Copper Vein,Żyła miedzi
MidChamber_ExplorationResults[1].Action.ActionName,Shaft,Szyb
MidChamber_ExplorationResults[2].Action.ActionName,Collapsed passage,Zawalone przejście
NarrowTunnel_CardName,Narrow Tunnel,Wąski tunel
NarrowTunnel_CardDescription,A very narrow tunnel. A claustrophobic's worst nightmare.,"Bardzo wąski tunel, najgorszy koszmar klaustrofoba."
NarrowTunnel_SpoilageTime.CardStatName,Filthiness,Brud
NarrowTunnel_CardInteractions[0].ActionName,Clean,Umyj
NarrowTunnel_DismantleActions[0].ActionName,Explore,Eksploruj
NarrowTunnel_ExplorationResults[0].Action.ActionName,Copper Vein,Żyła miedzi
NarrowTunnel_ExplorationResults[1].Action.ActionName,Passage,Przejście
NarrowTunnelEntrance_CardName,Narrow Tunnel,Wąski tunel
NarrowTunnelEntrance_CardDescription,A very narrow tunnel. A claustrophobic's worst nighthmare.,"Bardzo wąski tunel, najgorszy koszmar klaustrofoba."
NarrowTunnelEntrance_DismantleActions[0].ActionName,Enter,Wejdź
NarrowTunnelEntrance_DismantleActions[0].FadeMessage,Entering the narrow tunnel...,Wchodzenie do wąskiego tunelu...
NarrowTunnelExit_CardName,Low Chamber,Dolna pieczara
NarrowTunnelExit_CardDescription,Back into the low chamber.,Powrót do niskiej komnaty.
NarrowTunnelExit_DismantleActions[0].ActionName,Enter,Wejdź
NarrowTunnelExit_DismantleActions[0].FadeMessage,Entering the narrow tunnel...,Wchodzenie do wąskiego tunelu...
Path_BirdRockToCove_CardName,Secret Cove,Ukryta Zatoczka
Path_BirdRockToCove_CardDescription,A small hidden beach.,"Mała, ukryta plaża."
Path_BirdRockToCove_DismantleActions[0].ActionName,Swim,Płyń
Path_BirdRockToCove_DismantleActions[0].FadeMessage,Swimming to the Cove,Płynięcie do zatoczki...
Path_BirdRockToDesolateBeach_CardName,Desolate Beach,Opustoszała plaża
Path_BirdRockToDesolateBeach_CardDescription,A barren and desolate beach.,Jałowa i opustoszała plaża.
Path_BirdRockToDesolateBeach_DismantleActions[0].ActionName,Swim,Płyń
Path_BirdRockToDesolateBeach_DismantleActions[0].FadeMessage,Swimming to the Desolate Beach,Płyń na opustoszałą plażę
Path_BirdRockToRocks_CardName,Rocks,Skały
Path_BirdRockToRocks_CardDescription,A rocky section of the coast.,Skalisty fragment wybrzeża.
Path_BirdRockToRocks_DismantleActions[0].ActionName,Swim,Płyń
Path_BirdRockToRocks_DismantleActions[0].FadeMessage,Swimming to the Rocks,Płyń do skał
Path_CoveToBirdRock_CardName,Bird Rock,Ptasia Skała
Path_CoveToBirdRock_CardDescription,A small islet with lots of seagulls flying around it. It's quite far but I could still try swimming.,"Mała wysepka pełna mew. Dość daleko, ale może uda ci się tam dopłynąć."
Path_CoveToBirdRock_DismantleActions[0].ActionName,Swim,Płyń
Path_CoveToBirdRock_DismantleActions[0].FadeMessage,Swimming to the Bird Rock,Płyń do Ptasiej Skały
Path_DesolateBeachToBirdRock_CardName,Bird Rock,Ptasia Skała
Path_DesolateBeachToBirdRock_CardDescription,A small islet with lots of seagulls flying around it. It's quite far but I could still try swimming.,"Mała wysepka pełna mew. Dość daleko, ale może uda ci się tam dopłynąć."
Path_DesolateBeachToBirdRock_DismantleActions[0].ActionName,Swim,Płyń
Path_DesolateBeachToBirdRock_DismantleActions[0].FadeMessage,Swimming to the Bird Rock,Płyń do Ptasiej Skały
Path_RocksToBirdRock_CardName,Bird Rock,Ptasia Skała
Path_RocksToBirdRock_CardDescription,A small islet with lots of seagulls flying around it. It's quite far but I could still try swimming.,"Mała wysepka pełna mew. Dość daleko, ale może uda ci się tam dopłynąć."
Path_RocksToBirdRock_DismantleActions[0].ActionName,Swim,Płyń
Path_RocksToBirdRock_DismantleActions[0].FadeMessage,Swimming to the Bird Rock,Płyń do Ptasiej Skały
Sea_Cave_CardName,Seawater,Morska woda
Sea_Cave_CardDescription,Could go for a dive or try to catch some fish. This seems to be connected to the sea.,Możesz tu zanurkować albo spróbować złowić ryby. Wygląda na połączoną z morzem.
Sea_Cave_SpecialDurability1.CardStatName,Sea Damage,Stan fauny morskiej
Sea_Cave_CardInteractions[0].ActionName,Fish,Ryba
Sea_Cave_CardInteractions[0].ProducedCards[0].CollectionMessages[0],No luck...,Niestety...
Sea_Cave_CardInteractions[1].ActionName,Fish,Ryba
Sea_Cave_CardInteractions[1].ProducedCards[0].CollectionMessages[0],No luck...,Niestety...
Sea_Cave_CardInteractions[2].ActionName,Fill,Napełnij
Sea_Cave_CardInteractions[3].ActionName,Boom!,Bum!
Sea_Cave_DismantleActions[0].ActionName,Drink,Wypij
Sea_Cave_DismantleActions[1].ActionName,Dive,Nurkuj
Sea_Cave_DismantleActions[1].ProducedCards[4].CollectionMessages[0],You found nothing!,Nic nie znajdujesz!
Sea_Cave_DismantleActions[1].ProducedCards[5].CollectionMessages[0],No luck...,Niestety...
Sea_Cave_DismantleActions[2].ActionName,Wash yourself,Umyj się
ShaftCrystalChamberToFloodedChamber_CardName,Shaft,Szyb
ShaftCrystalChamberToFloodedChamber_CardDescription,Can climb down from here.\n\n<b>(only cards on my hand row will be carried)</b>,Możesz się stąd opuścić w dół.\n\n<b>(tylko karty z paska podręcznego zostaną zabrane)</b>
ShaftCrystalChamberToFloodedChamber_DismantleActions[0].ActionName,Climb Down,Opuść się w dół
ShaftCrystalChamberToFloodedChamber_DismantleActions[0].FadeMessage,Climbing down..,Opuszczanie w dół...
ShaftFloodedChamberToCrystalChamber_CardName,Shaft,Szyb
ShaftFloodedChamberToCrystalChamber_CardDescription,Can climb up from here.\n\n<b>(only cards on my hand row will be carried)</b>,Możesz się stąd wspiąć do góry.\n\n<b>(tylko karty z paska podręcznego zostaną zabrane)</b>
ShaftFloodedChamberToCrystalChamber_DismantleActions[0].ActionName,Climb Up,Wspinaj się na górę
ShaftFloodedChamberToCrystalChamber_DismantleActions[0].FadeMessage,Travelling to the Highlands,Podróżowanie na wyżyny...
ShaftFloodedChamberToCrystalChamber_DismantleActions[1].ActionName,Train Climbing,Trenuj wspinaczkę
ShaftHighChamberToMidChamber_CardName,Shaft,Szyb
ShaftHighChamberToMidChamber_CardDescription,Can climb down from here.\n\n<b>(only cards on my hand row will be carried)</b>,Możesz się stąd opuścić w dół.\n\n<b>(tylko karty z paska podręcznego zostaną zabrane)</b>
ShaftHighChamberToMidChamber_DismantleActions[0].ActionName,Climb Down,Opuść się w dół
ShaftHighChamberToMidChamber_DismantleActions[0].FadeMessage,Climbing down the shaft...,Schodzenie w dół szybu...
ShaftLowChamberToMidChamber_CardName,Shaft,Szyb
ShaftLowChamberToMidChamber_CardDescription,Can climb up from here.\n\n<b>(only cards on my hand row will be carried)</b>,Możesz się stąd wspiąć do góry.\n\n<b>(tylko karty z paska podręcznego zostaną zabrane)</b>
ShaftLowChamberToMidChamber_DismantleActions[0].ActionName,Climb Up,Wspinaj się na górę
ShaftLowChamberToMidChamber_DismantleActions[0].FadeMessage,Travelling to the Highlands,Podróżowanie na wyżyny...
ShaftLowChamberToMidChamber_DismantleActions[1].ActionName,Train Climbing,Trenuj wspinaczkę
ShaftMidChamberToHighChamber_CardName,Shaft,Szyb
ShaftMidChamberToHighChamber_CardDescription,Can climb up from here.\n\n<b>(only cards on my hand row will be carried)</b>,Możesz się stąd wspiąć do góry.\n\n<b>(tylko karty z paska podręcznego zostaną zabrane)</b>
ShaftMidChamberToHighChamber_DismantleActions[0].ActionName,Climb Up,Wspinaj się na górę
ShaftMidChamberToHighChamber_DismantleActions[0].FadeMessage,Climbing up the shaft...,Wspinaczka w górę szybu...
ShaftMidChamberToLowChamber_CardName,Shaft,Szyb
ShaftMidChamberToLowChamber_CardDescription,Can climb down from here.\n\n<b>(only cards on my hand row will be carried)</b>,Możesz się stąd opuścić w dół.\n\n<b>(tylko karty z paska podręcznego zostaną zabrane)</b>
ShaftMidChamberToLowChamber_DismantleActions[0].ActionName,Climb Down,Opuść się w dół
ShaftMidChamberToLowChamber_DismantleActions[0].FadeMessage,Traveling to the Jungle..,Podróżowanie do dżungli...
Tunnel_CardName,Tunnel,Tunel
Tunnel_CardDescription,This tunnel seems to go deeper into the mountain.,Tunel wydaje się prowadzić w głąb góry.
Tunnel_SpoilageTime.CardStatName,Filthiness,Brud
Tunnel_CardInteractions[0].ActionName,Clean,Umyj
TunnelEntrance_CardName,Tunnel Entrance,Wejście do tunelu
TunnelEntrance_CardDescription,Into the Tunnel,Do tunelu
TunnelEntrance_DismantleActions[0].ActionName,Enter,Wejdź
TunnelEntrance_DismantleActions[0].FadeMessage,Entering the Cave...,Wchodzenie do jaskini...
TunnelEntranceClosed_CardName,Collapsed Tunnel Entrance,Zawalone wejście do tunelu
TunnelEntranceClosed_CardDescription,There seems to be a tunnel behind these rocks but its entrance appears to have collapsed. Perhaps I can open it.,"Za tymi skałami chyba jest jakiś tunel, ale wejście się zawaliło. Może uda się je jakoś odblokować."
TunnelEntranceClosed_CardInteractions[0].ActionName,Boom!,Bum!
TunnelEntranceClosed_DismantleActions[0].ActionName,Dig,Kop
TunnelExit_CardName,Exit,Wyjście
TunnelExit_CardDescription,Out of the tunnel,Wyjście z tunelu
TunnelExit_DismantleActions[0].ActionName,Exit,Wyjdź
TunnelExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
UnderwaterEntrance_CardName,Underwater Cave,Podwodna jaskinia
UnderwaterEntrance_CardDescription,A small passage that seems to open into a cave.,Małe przejście prowadzące do jaskini.
UnderwaterEntrance_DismantleActions[0].ActionName,Enter,Wejdź
UnderwaterEntrance_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
UnderwaterExit_CardName,Underwater Exit,Podwodne wyjście
UnderwaterExit_CardDescription,A small passage that leads to the sea.,Małe przejście prowadzące do morza.
UnderwaterExit_DismantleActions[0].ActionName,Exit,Wyjdź
UnderwaterExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
AcidLakePuddle_CardName,Dry Acid Lake,Wyschnięte Kwasowe Jezioro
AcidLakePuddle_CardDescription,I should wait for it to refill.,"Trzeba poczekać, aż się napełni."
CaveBats_CardName,Bat Cave,Jaskinia nietoperzy
CaveBats_SpoilageTime.CardStatName,Filthiness,Brud
CaveBats_CardInteractions[0].ActionName,Clean,Umyj
CaveBatsEntrance_CardName,Bat Cave,Jaskinia nietoperzy
CaveBatsEntrance_CardDescription,Into the cave,Do jaskini
CaveBatsEntrance_DismantleActions[0].ActionName,Enter,Wejdź
CaveBatsEntrance_DismantleActions[0].FadeMessage,Entering the Cave...,Wchodzenie do jaskini...
CaveBatsExit_CardName,Exit,Wyjście
CaveBatsExit_CardDescription,Out of the cave,Wyjście z jaskini
CaveBatsExit_DismantleActions[0].ActionName,Exit,Wyjdź
CaveBatsExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
CaveGrasslands_CardName,Grasslands Cave,Jaskinia na równinach
CaveGrasslands_SpoilageTime.CardStatName,Filthiness,Brud
CaveGrasslands_CardInteractions[0].ActionName,Clean,Umyj
CaveGrasslandsEntrance_CardName,Cave,Jaskinia
CaveGrasslandsEntrance_CardDescription,Into the cave,Do jaskini
CaveGrasslandsEntrance_DismantleActions[0].ActionName,Enter,Wejdź
CaveGrasslandsEntrance_DismantleActions[0].FadeMessage,Entering the Cave...,Wchodzenie do jaskini...
CaveGrasslandsExit_CardName,Exit,Wyjście
CaveGrasslandsExit_CardDescription,Out of the cave,Wyjście z jaskini
CaveGrasslandsExit_DismantleActions[0].ActionName,Exit,Wyjdź
CaveGrasslandsExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
CavePond_CardName,Dry Cave Pond,Wyschnięte jeziorko
CavePond_CardDescription,I should wait for it to refill.,"Trzeba poczekać, aż się napełni."
CavePuddle_CardName,Dry Puddle,Wyschnięta kałuża
CavePuddle_CardDescription,I should wait for it to refill.,"Trzeba poczekać, aż się napełni."
CaveSea_CardName,Sea Cave,Morska grota
CaveSea_SpoilageTime.CardStatName,Filthiness,Brud
CaveSea_CardInteractions[0].ActionName,Clean,Umyj
CaveSeaEntrance_CardName,Cave,Jaskinia
CaveSeaEntrance_CardDescription,Into the cave,Do jaskini
CaveSeaEntrance_DismantleActions[0].ActionName,Enter,Wejdź
CaveSeaEntrance_DismantleActions[0].FadeMessage,Entering the Cave...,Wchodzenie do jaskini...
CaveSeaExit_CardName,Exit,Wyjście
CaveSeaExit_CardDescription,Out of the cave,Wyjście z jaskini
CaveSeaExit_DismantleActions[0].ActionName,Exit,Wyjdź
CaveSeaExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
CaveTidal_CardName,Tidal Cave,Jaskinia pływowa
CaveTidal_CardDescription,A cave that gets flooded regularly.,Jaskinia regularnie zalewana przez przypływy.
CaveTidal_SpoilageTime.CardStatName,Filthiness,Brud
CaveTidal_CardInteractions[0].ActionName,Clean,Umyj
CaveTidalEntrance_CardName,Tidal Cave,Jaskinia pływowa
CaveTidalEntrance_CardDescription,Into the cave,Do jaskini
CaveTidalEntrance_DismantleActions[0].ActionName,Enter,Wejdź
CaveTidalEntrance_DismantleActions[0].FadeMessage,Entering the Cave...,Wchodzenie do jaskini...
CaveTidalExit_CardName,Exit,Wyjście
CaveTidalExit_CardDescription,Out of the cave,Wyjście z jaskini
CaveTidalExit_DismantleActions[0].ActionName,Exit,Wyjdź
CaveTidalExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
Cellar_CardName,Cellar,Piwniczka
Cellar_CardDescription,"An underground room, food stored here will last longer.","Podziemne pomieszczenie, w którym przechowywane jedzenie wolniej się psuje."
Cellar_SpoilageTime.CardStatName,Filthiness,Brud
Cellar_SpecialDurability1.OnFull.ActionName,Preserve,Zabezpiecz
Cellar_CardInteractions[0].ActionName,Clean,Umyj
CellarEntrance_CardName,Cellar,Piwniczka
CellarEntrance_CardDescription,Into the Cellar,Do piwniczki
CellarEntrance_DismantleActions[0].ActionName,Enter,Wejdź
CellarEntrance_DismantleActions[0].FadeMessage,Entering the Cellar...,Wchodzenie do piwniczki...
CellarExit_CardName,Exit,Wyjście
CellarExit_CardDescription,Out of the Cellar,Z piwniczki
CellarExit_DismantleActions[0].ActionName,Exit,Wyjdź
CellarExit_DismantleActions[0].FadeMessage,Exiting the Cellar...,Wychodzenie z piwniczki...
DarkCave_CardName,Dark Cave,Ciemna jaskinia
DarkCave_CardDescription,"A pitch black, damp, creepy cave.","Całkowicie ciemna, wilgotna i niepokojąca jaskinia."
DarkCave_SpoilageTime.CardStatName,Filthiness,Brud
DarkCave_SpecialDurability3.CardStatName,Mushrooms,Grzyby
DarkCave_CardInteractions[0].ActionName,Clean,Umyj
DarkCave_DismantleActions[0].ActionName,Explore,Eksploruj
DarkCave_ExplorationResults[0].Action.ActionName,Cave Puddle,Jaskiniowa kałuża
DarkCaveEntrance_CardName,Dark Cave,Ciemna jaskinia
DarkCaveEntrance_CardDescription,Into the Cave,Do jaskini
DarkCaveEntrance_DismantleActions[0].ActionName,Enter,Wejdź
DarkCaveEntrance_DismantleActions[0].FadeMessage,Entering the Cave...,Wchodzenie do jaskini...
DarkCaveExit_CardName,Exit,Wyjście
DarkCaveExit_CardDescription,Out of the Cave,Wyjście z jaskini
DarkCaveExit_DismantleActions[0].ActionName,Exit,Wyjdź
DarkCaveExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
Enclosure_CardName,Enclosure,Zagroda
Enclosure_SpoilageTime.CardStatName,Filthiness,Brud
Enclosure_CardInteractions[0].ActionName,Clean,Umyj
EnclosureEntrance_CardName,Enclosure,Zagroda
EnclosureEntrance_CardDescription,Into the Enclosure,Do zagrody
EnclosureEntrance_DismantleActions[0].ActionName,Enter,Wejdź
EnclosureEntrance_DismantleActions[0].FadeMessage,Entering the Hut...,Wchodzenie do zagrody...
EnclosureExit_CardName,Exit,Wyjście
EnclosureExit_CardDescription,Out of the Enclosure,Z zagrody
EnclosureExit_DismantleActions[0].ActionName,Exit,Wyjdź
EnclosureExit_DismantleActions[0].FadeMessage,Exiting the Hut...,Wychodzenie z zagrody...
Env_CaveBats_CardName,Bat Cave,Jaskinia nietoperzy
Env_CaveBats_CardDescription,And ideal home for bats.,Idealny dom dla nietoperzy.
Env_CaveDark_CardName,Dark Cave,Ciemna jaskinia
Env_CaveDark_CardDescription,"A dark, damp cave.",Ciemna i wilgotna jaskinia.
Env_CaveGrasslands_CardName,Cave,Jaskinia
Env_CaveGrasslands_CardDescription,A relatively open cave in the grasslands.,Dość odsłonięta jaskinia na równinach.
Env_CaveSea_CardName,Cave,Jaskinia
Env_CaveSea_CardDescription,A small humid cave in the cliffs.,"Mała, wilgotna jaskinia wśród klifów."
Env_CaveTidal_CardName,Tidal Cave,Jaskinia pływowa
Env_Cellar_CardName,Cellar,Piwniczka
Env_CrashedPlane_CardName,Crashed Plane,Rozbity samolot
Env_CrashedPlane_CardDescription,A crashed plane.,Rozbity samolot.
Env_HighlandHole_CardName,Hole,Dziura
Env_HighlandHole_CardDescription,That's one ugly drop.,Ta stromizna nie wygląda zachęcająco.
Env_MacaqueDen_CardName,Macaque Den,Legowisko makaków
Env_MacaqueDen_CardDescription,A very dirty cave that Macaques seems to have taken as their home.,"Brudna jaskinia, którą makaki traktują jako swój dom."
Env_MudHut_CardName,Mud Hut,Glinianka
Env_MudHut_CardDescription,A place to call home.,Miejsce
Env_MudHutRuins_CardName,Mud Hut,Glinianka
Env_MudHutRuins_CardDescription,A place to call home.,Miejsce
Env_Shed_CardName,Shed,Duży szałas
Env_Shed_CardDescription,A small shed woven out of palm fronds.,Mały szałas z liści palmowych.
Env_StoneHut_CardName,Stone Hut,Kamienna chata
Env_StoneHut_CardDescription,A very resilient home. Resistant to storms!,Wytrzymały dom. Burze mu niestraszne!
HighlandHole_CardName,Highland Hole,Dziura na wyżynach
HighlandHoleEntrance_CardName,Hole,Dziura
HighlandHoleEntrance_CardDescription,That's one ugly drop.,Ta stromizna nie wygląda zachęcająco.
HighlandHoleEntrance_DismantleActions[0].ActionName,Climb down,Zejdź w dół
HighlandHoleEntrance_DismantleActions[0].FadeMessage,Climbing down...,Schodzenie w dół...
HighlandHoleExit_CardName,Exit,Wyjście
HighlandHoleExit_CardDescription,Out of the cave,Wyjście z jaskini
HighlandHoleExit_DismantleActions[0].ActionName,Climb Up,Wspinaj się na górę
HighlandHoleExit_DismantleActions[0].FadeMessage,Climbing down...,Schodzenie w dół...
HighlandHoleNoRope_CardName,Hole,Dziura
HighlandHoleNoRope_CardDescription,"That's one ugly drop. There seems to be something down there, perhaps I could bring a few ropes to climb down?",Ta stromizna nie wygląda zachęcająco. Ale widzisz coś tam na dnie... może uda się zejść po linach?
HighlandHoleNoRope_Progress.OnFull.ActionDescription,I can reach the bottom now!,Teraz możesz już zejść na dół!
HighlandHoleNoRope_CardInteractions[0].ActionName,Tie Rope,Przywiąż linę
MacaqueDen_CardName,Macaque Den,Legowisko makaków
MacaqueDen_SpoilageTime.CardStatName,Filthiness,Brud
MacaqueDen_CardInteractions[0].ActionName,Clean,Umyj
MacaqueDenEntrance_CardName,Macaque Den,Legowisko makaków
MacaqueDenEntrance_CardDescription,A small cave surrounded by Macaques. I should approach it with caution.,Mała jaskinia otoczona przez makaki. Zalecana ostrożność.
MacaqueDenEntrance_CardInteractions[0].ActionName,Revenge!,Zemsta!
MacaqueDenEntrance_OnStatsChangeActions[0].ActionName,Macaques Exinct,Makaki wyginęły
MacaqueDenEntrance_DismantleActions[0].ActionName,Approach,Podejdź
MacaqueDenEntrance_DismantleActions[0].FadeMessage,Approaching the Den,Zbliżanie się do legowiska...
MacaqueDenEntranceClear_CardName,Macaque Den,Legowisko makaków
MacaqueDenEntranceClear_CardDescription,A small cave that used to belong to the macaques.,"Mała jaskinia, kiedyś należała do makaków."
MacaqueDenEntranceClear_DismantleActions[0].ActionName,Enter,Wejdź
MacaqueDenEntranceClear_DismantleActions[0].FadeMessage,Entering the Den,Wchodzenie do legowiska...
MacaqueDenExit_CardName,Exit,Wyjście
MacaqueDenExit_CardDescription,Out of the cave,Wyjście z jaskini
MacaqueDenExit_DismantleActions[0].ActionName,Exit,Wyjdź
MacaqueDenExit_DismantleActions[0].FadeMessage,Exiting the Cave...,Wychodzenie z jaskini...
MudHut_CardName,Mud Hut,Glinianka
MudHut_SpoilageTime.CardStatName,Filthiness,Brud
MudHut_SpecialDurability1.CardStatName,Roof Hole Counter,Dziura w dachu
MudHut_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!,Część dachu się zawaliła!
MudHut_SpecialDurability2.CardStatName,Roof Collapse Counter,Zawalenie dachu
MudHut_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!,Dach się zawalił!
MudHut_CardInteractions[0].ActionName,Clean,Umyj
MudHutEntrance_CardName,Mud Hut\n,Glinianka\n
MudHutEntrance_CardDescription,Into the Hut,Do glinianki
MudHutEntrance_DismantleActions[0].ActionName,Enter,Wejdź
MudHutEntrance_DismantleActions[0].FadeMessage,Entering the Hut...,Wchodzenie do glinianki...
MudHutEntranceRuins_CardName,Mud Hut\n,Glinianka\n
MudHutEntranceRuins_CardDescription,Into the Hut,Do glinianki
MudHutEntranceRuins_DismantleActions[0].ActionName,Enter,Wejdź
MudHutEntranceRuins_DismantleActions[0].FadeMessage,Entering the Hut...,Wchodzenie do glinianki...
MudHutExit_CardName,Exit,Wyjście
MudHutExit_CardDescription,Out of the Hut,Wyjście z glinianki
MudHutExit_DismantleActions[0].ActionName,Exit,Wyjdź
MudHutExit_DismantleActions[0].FadeMessage,Exiting the Hut...,Wychodzenie z glinianki...
MudHutExitDoor_CardName,Exit,Wyjście
MudHutExitDoor_CardDescription,Out of the Hut,Wyjście z glinianki
MudHutExitDoor_DismantleActions[0].ActionName,Exit,Wyjdź
MudHutExitDoor_DismantleActions[0].FadeMessage,Exiting the Hut...,Wychodzenie z glinianki...
MudHutExitRuins_CardName,Exit,Wyjście
MudHutExitRuins_CardDescription,Out of the Hut,Wyjście z glinianki
MudHutExitRuins_DismantleActions[0].ActionName,Exit,Wyjdź
MudHutExitRuins_DismantleActions[0].FadeMessage,Exiting the Hut...,Wychodzenie z glinianki...
MudHutRuins_CardName,Mud Hut,Glinianka
MudHutRuins_SpoilageTime.CardStatName,Filthiness,Brud
MudHutRuins_SpecialDurability1.CardStatName,Roof Hole Counter,Dziura w dachu
MudHutRuins_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!,Część dachu się zawaliła!
MudHutRuins_SpecialDurability2.CardStatName,Roof Collapse Counter,Zawalenie dachu
MudHutRuins_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!,Dach się zawalił!
MudHutRuins_CardInteractions[0].ActionName,Clean,Umyj
PlaneCrash_CardName,Plane Crash,Rozbity samolot
PlaneCrash_SpoilageTime.CardStatName,Filthiness,Brud
PlaneCrash_CardInteractions[0].ActionName,Clean,Umyj
PlaneCrashEntrance_CardName,Plane Crash\n,Katastrofa lotnicza\n
PlaneCrashEntrance_CardDescription,Into the Plane,Do samolotu
PlaneCrashEntrance_DismantleActions[0].ActionName,Enter,Wejdź
PlaneCrashEntrance_DismantleActions[0].FadeMessage,Entering the Plane...,Wchodzenie do samolotu...
PlaneCrashExit_CardName,Exit,Wyjście
PlaneCrashExit_CardDescription,Out of the Plane,Wyjście z samolotu
PlaneCrashExit_DismantleActions[0].ActionName,Exit,Wyjdź
PlaneCrashExit_DismantleActions[0].FadeMessage,Exiting the Plane...,Wychodzenie z samolotu...
Raft_CardName,Raft,Tratwa
Shed_CardName,Shed,Duży szałas
Shed_CardDescription,A small woven palm shed.,Duży szałas z liści palmowych.
Shed_SpoilageTime.CardStatName,Filthiness,Brud
Shed_SpecialDurability1.CardStatName,Roof Hole Counter,Dziura w dachu
Shed_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!,Część dachu się zawaliła!
Shed_SpecialDurability2.CardStatName,Roof Collapse Counter,Zawalenie dachu
Shed_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!,Dach się zawalił!
Shed_CardInteractions[0].ActionName,Clean,Umyj
ShedEntrance_CardName,Shed,Duży szałas
ShedEntrance_CardDescription,Into the Shed,Do szałasu
ShedEntrance_DismantleActions[0].ActionName,Enter,Wejdź
ShedEntrance_DismantleActions[0].FadeMessage,Entering the Hut...,Wchodzenie do szałasu...
ShedExit_CardName,Exit,Wyjście
ShedExit_CardDescription,Out of the Shed,Wyjście z szałasu
ShedExit_DismantleActions[0].ActionName,Exit,Wyjdź
ShedExit_DismantleActions[0].FadeMessage,Exiting the Hut...,Wychodzenie z szałasu...
Skeleton_CardName,Skeleton,Szkielet
Skeleton_CardDescription,Someone's remains. I hope I don't end up the same way.,Czyjeś szczątki... oby ciebie nie spotkało to samo.
Skeleton_UsageDurability.OnZero.ActionName,Clay Deposit empty,Złoże gliny wyczerpane
Skeleton_DismantleActions[0].ActionName,Harvest,Zbierz
StoneHut_CardName,Stone Hut,Kamienna chata
StoneHut_CardDescription,A very resilient home. Resistant to storms!,Wytrzymały dom. Burze mu niestraszne!
StoneHut_SpoilageTime.CardStatName,Filthiness,Brud
StoneHut_SpecialDurability1.CardStatName,Roof Hole Counter,Dziura w dachu
StoneHut_SpecialDurability1.OnFull.ActionDescription,A part of the roof fell!,Część dachu się zawaliła!
StoneHut_SpecialDurability2.CardStatName,Roof Collapse Counter,Zawalenie dachu
StoneHut_SpecialDurability2.OnFull.ActionDescription,The roof collapsed!,Dach się zawalił!
StoneHut_CardInteractions[0].ActionName,Clean,Umyj
StoneHutEntrance_CardName,Stone Hut\n,Kamienna chata\n
StoneHutEntrance_CardDescription,Into the Hut,Do glinianki
StoneHutEntrance_DismantleActions[0].ActionName,Enter,Wejdź
StoneHutEntrance_DismantleActions[0].FadeMessage,Entering the Hut...,Wchodzenie do chaty...
StoneHutExit_CardName,Exit,Wyjście
StoneHutExit_CardDescription,Out of the Hut,Wyjście z chaty
StoneHutExit_DismantleActions[0].ActionName,Exit,Wyjdź
StoneHutExit_DismantleActions[0].FadeMessage,Exiting the Hut...,Wychodzenie z chaty...
WallScratchings_CardName,Wall Scratchings,Podrapana ściana
WallScratchings_CardDescription,Someone has scratched markings on the walls of the cave. There are 96 scratches. Probably representing days...,Ktoś wydrapał znaki na ścianie jaskini. Jest ich 96. Pewnie oznaczają dni...
WallScratchings_UsageDurability.OnZero.ActionName,Clay Deposit empty,Złoże gliny wyczerpane
AcidLake_CardName,Acid Lake,Kwasowe Jezioro
